1629732	1629733	7	desktop	69	64282	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	0	29	1399.9	1399.9	1399.9	1399.9	4.99	4.99	1404.89	0	0	0		direto	3	0	1399.9	1	4.99
1629735	1629737	7	desktop	69	64282	SP	Adamantina	São Paulo (capital e regiäes metropolitanas)-409	0	29	1399.9	1399.9	1399.9	1399.9	4.99	4.99	1404.89	0	0	0		direto	3	0	1399.9	1	4.99
1629751	1629753	7	desktop	69	64282	SP	Adamantina	São Paulo (capital e regiäes metropolitanas)-409	0	29	1399.9	1399.9	1399.9	1399.9	4.99	4.99	1404.89	0	0	0		direto	3	0	1399.9	1	4.99
1629757	1629758	7	desktop	0	1690470	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	0	29	1399.9	1399.9	1399.9	1399.9	4.99	4.99	1404.89	0	0	0		rtbhouse-284095	3	0	1399.9	1	4.99
1629772	1629773	7	desktop	69	64282	SP	Adamantina	São Paulo (capital e regiäes metropolitanas)-409	0	29	1799.9	1799.9	1799.9	1799.9	4.99	4.99	1804.89	0	0	0		direto	8	0	1799.9	1	4.99
1629787	1629789	7	desktop	0	1690470	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	0	29	1799.9	1799.9	1799.9	1799.9	4.99	4.99	1804.89	0	0	0		direto	8	0	1799.9	1	4.99
1629798	1629800	7	desktop	0	1690470	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	0	29	1799.9	1799.9	1799.9	1799.9	4.99	4.99	1804.89	0	0	0		direto	8	0	1799.9	1	4.99
1629798	1629801	7	desktop	0	1690470	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	0	29	1399.9	1399.9	1399.9	1399.9	4.99	4.99	1404.89	0	0	0		direto	3	0	1399.9	1	4.99
1629807	1629808	7	desktop	69	1690486	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	0	29	1799.9	1799.9	1799.9	1799.9	4.99	4.99	1804.89	0	0	0		direto	8	0	1799.9	1	4.99
1629807	1629809	7	desktop	69	1690486	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	0	29	2090.9	2090.9	2090.9	2090.9	4.99	4.99	2095.89	0	0	0		direto	3	0	2090.9	1	4.99
1629838	1629839	7	mobile	69	1690486	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	0	29	1799.9	1799.9	1799.9	1799.9	4.99	4.99	1804.89	0	0	0		direto	8	0	1799.9	1	4.99
1629858	1629859	7	mobile	69	1690486	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	0	29	2090.9	2090.9	2090.9	2090.9	4.99	4.99	2095.89	0	0	0		direto	3	0	2090.9	1	4.99
1629862	1629864	7	desktop	0	1690470	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	0	29	1799.9	1799.9	1799.9	1799.9	4.99	4.99	1804.89	0	0	0		direto	8	0	1799.9	1	4.99
1629862	1629865	7	desktop	0	1690470	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	0	29	1399.9	1399.9	1399.9	1399.9	4.99	4.99	1404.89	0	0	0		direto	3	0	1399.9	1	4.99
1629886	1629888	3	desktop	81	82608	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	601	6	2.19	2.19	2.19	2.19	4.99	4.99	7.18	0	0	0		direto	3	0	2.19	1	4.99
1630055	1630056	7	desktop	69	82608	PR	Curitiba	Paraná  (capital e regiäes metropolitanas)-359	0	29	10399.2	10399.2	10399.2	10399.2	306.72	306.72	10705.92	0	0	0		direto	3	0	10399.2	8	306.72
1630079	1630081	7	desktop	0	186204	PR	Curitiba	Paraná  (capital e regiäes metropolitanas)-359	0	29	1799.9	1799.9	1799.9	1799.9	4.99	4.99	1804.89	0	0	0		direto	8	0	1799.9	1	4.99
1630200	1630201	7	desktop	69	1690759	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	0	29	1.25	1.25	1.25	1.25	4.99	4.99	6.24	0	0	0		direto	8	0	1.25	1	4.99
1630208	1630210	7	desktop	73	186204	PR	Curitiba	Paraná  (capital e regiäes metropolitanas)-359	601	6	1.25	1.25	1.25	1.25	4.99	4.99	6.24	0	0	0		direto	8	0	1.25	1	4.99
1630208	1630211	7	desktop	73	186204	PR	Curitiba	Paraná  (capital e regiäes metropolitanas)-359	601	6	2.49	2.49	2.49	2.49	36.89	36.89	39.38	0	0	0		direto	3	0	2.49	1	36.89
1631832	1631834	7	desktop	0	1690470	PR	Curitiba	Paraná  (capital e regiäes metropolitanas)-359	0	29	1798.9	1798.9	1798.9	1798.9	4.99	4.99	1803.89	0	0	0		direto	8	0	1798.9	1	4.99
1631832	1631835	7	desktop	0	1690470	PR	Curitiba	Paraná  (capital e regiäes metropolitanas)-359	0	29	1499.9	1499.9	1499.9	1499.9	38.34	38.34	1538.24	0	0	0		direto	3	0	1499.9	1	38.34
1659573	1659574	7	desktop	69	1710645	SC	Aurora	Santa Catarina (interior II)-427	0	29	299.9	299.9	299.9	299.9	22.6	22.6	322.5	0	0	0		direto	7	0	299.9	1	22.6
1659784	1659785	7	desktop	69	1465021	SP	São Paulo	São Paulo (capital e regiäes metropolitanas)-409	0	29	2599	2599	2599	2599	99	99	2698	0	0	0		criteo	9	0	2599	1	99
1659824	1659825	7	desktop	71	64282	PR	Curitiba	Paraná  (capital e regiäes metropolitanas)-359	0	29	299.9	299.9	299.9	299.9	22.6	22.6	322.49	0.01	0	0		pla-255657	7	0	299.9	1	22.6
